"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"88",88,1014.134888,1014.13535929533,1013.453125,1014.661621,1014.052673,1014.222717,3000,1581109236.63071,1581109386.97969,2020-02-08 02:03:06,3604.37469601631
"89",89,1015.23291,1015.21295426733,1014.071045,1016.403076,1015.111572,1015.325989,3000,1581112839.59713,1581112989.95039,2020-02-08 03:03:09,3602.96641612053
"90",90,1015.623535,1015.616929122,1015.148193,1015.957764,1015.539307,1015.708252,3000,1581116442.77087,1581116593.02048,2020-02-08 04:03:13,3603.1737370491
"91",91,1016.043823,1016.09129052533,1014.567871,1017.210449,1015.533691,1016.71087625,3000,1581120045.64225,1581120195.89183,2020-02-08 05:03:15,3602.87138485909
"92",92,1017.302002,1017.18362109467,1015.89624,1018.993896,1016.70935075,1017.704102,3000,1581123648.60863,1581123798.96193,2020-02-08 06:03:18,3602.96637606621
"93",93,1018.345093,1018.339996991,1017.127686,1018.778809,1018.263184,1018.419983,3000,1581127251.87744,1581127402.23073,2020-02-08 07:03:22,3603.26880788803
"94",94,1019.097168,1019.094029467,1018.789551,1019.428711,1019.021912,1019.168945,3000,1581130854.63649,1581131004.98975,2020-02-08 08:03:24,3602.75905418396
"95",95,1020.029785,1020.022956368,1019.613525,1020.311279,1019.946045,1020.10791,3000,1581134458.31137,1581134608.66032,2020-02-08 09:03:28,3603.67488193512
"96",96,1020.932617,1020.92991455,1020.553711,1021.300537,1020.845215,1021.017883,3000,1581138060.76799,1581138211.12129,2020-02-08 10:03:31,3602.45662093163
"97",97,1021.976074,1021.999058826,1021.527832,1023.119873,1021.890869,1022.076904,3000,1581141664.26142,1581141814.6104,2020-02-08 11:03:34,3603.49343013763
"98",98,1022.495239,1022.48833162867,1022.023926,1023.325684,1022.389893,1022.58374,3000,1581145267.0896,1581145417.84897,2020-02-08 12:03:37,3602.82817482948
"99",99,1022.7771,1022.77472477267,1022.325195,1023.130127,1022.690674,1022.854797,3000,1581148870.38432,1581149020.62961,2020-02-08 13:03:40,3603.29471802711
"100",100,1023.377808,1023.37620539267,1022.829102,1023.8479,1023.262939,1023.49035625,3000,1581152473.43711,1581152623.88977,2020-02-08 14:03:43,3603.05279707909
"101",101,1023.146973,1023.14085603467,1022.675049,1023.567871,1023.042419,1023.244629,3000,1581156076.2912,1581156226.85186,2020-02-08 15:03:46,3602.85408496857
"102",102,1022.985718,1022.98973828433,1022.500488,1023.420898,1022.882507,1023.100586,3000,1581159679.16254,1581159829.61087,2020-02-08 16:03:49,3602.87134504318
"103",103,1023.006958,1023.00099388733,1021.932617,1023.921387,1022.76873775,1023.235107,3000,1581163282.52638,1581163432.87968,2020-02-08 17:03:52,3603.36383795738
