"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"42",42,1028.357178,1028.341082355,1028.017822,1028.643799,1028.27948,1028.40509,600,1581198102.85825,1581198132.80881,2020-02-09 02:42:12,3602.8281750679
"43",43,1027.829224,1027.83535443529,1027.526855,1028.128906,1027.72045875,1027.947754,680,1581201706.54174,1581201732.59135,2020-02-09 03:42:12,3603.68349099159
"44",44,1026.5726315,1026.59740561,1026.007812,1027.141113,1026.440186,1026.758423,600,1581205309.82785,1581205339.78273,2020-02-09 04:42:19,3603.28610897064
"45",45,1028.034912,1028.029402275,1027.670166,1028.403076,1027.92968775,1028.12164325,600,1581208913.51999,1581208943.47055,2020-02-09 05:42:23,3603.69214105606
"46",46,1028.661743,1028.69871256833,1028.168457,1029.502686,1028.5679935,1028.77948025,600,1581212517.60095,1581212547.6509,2020-02-09 06:42:27,3604.08095407486
"47",47,1028.658081,1028.651544175,1028.25708,1028.921631,1028.582031,1028.730591,600,1581216120.22176,1581216150.27167,2020-02-09 07:42:30,3602.62081289291
"48",48,1028.339233,1028.36431031333,1027.778809,1030.39502,1028.257751,1028.419922,600,1581219723.98302,1581219754.02865,2020-02-09 08:42:34,3603.76126194
"49",49,1028.487427,1028.51277549667,1027.706055,1029.397461,1028.288452,1028.73175025,600,1581223327.03582,1581223357.91089,2020-02-09 09:42:37,3603.05279612541
"50",50,1029.279663,1029.23356405167,1028.431885,1030.164062,1029.01947025,1029.429932,600,1581226930.75391,1581226960.79953,2020-02-09 10:42:40,3603.71809196472
"51",51,1030.815796,1030.82541259,1030.431641,1031.151367,1030.742859,1030.916443,600,1581230534.48926,1581230564.58238,2020-02-09 11:42:44,3603.73535203934
"52",52,1030.336304,1030.331685805,1030.047852,1030.581787,1030.25427275,1030.411255,600,1581234137.80993,1581234167.85984,2020-02-09 12:42:47,3603.3206679821
"53",53,1029.588501,1029.55621983971,1028.722412,1030.161133,1029.425781,1029.7290645,680,1581237740.79361,1581237766.83889,2020-02-09 13:42:46,3602.98367595673
"54",54,1030.1832275,1030.176382665,1029.812012,1030.891113,1030.08123775,1030.257629,600,1581241345.04736,1581241375.40831,2020-02-09 14:42:55,3604.2537560463
"55",58,1026.530273,1026.527981365,1026.187256,1026.953857,1026.41784675,1026.637146,600,1581545290.29406,1581545320.33968,2020-02-13 03:08:40,303945.246697903
"56",59,1024.6451415,1024.59684229706,1023.947998,1025.080566,1024.46472175,1024.753418,680,1581548895.12673,1581548927.73408,2020-02-13 04:08:47,3604.83267021179
"57",60,1024.774292,1024.76525187167,1024.355469,1025.301514,1024.67614775,1024.868469,600,1581552497.42785,1581552527.48208,2020-02-13 05:08:47,3602.30111980438
"58",61,1025.2911375,1025.2666168125,1025.01416,1025.425049,1025.193115,1025.341858,80,1581554585.23202,1581554587.18031,2020-02-13 05:43:07,2087.80416607857
